,id,source,url
142,142,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/lok-sabha-polls-congress-rahul-and-sonia-gandhi-cast-their-votes-in-delhi/articleshow/110413835.cms'
143,143,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/andhra-pradesh/andhra-pradesh-set-to-go-for-lok-sabha-assembly-polls-in-single-phase/articleshow/110049272.cms'
144,144,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-reacts-to-pm-modis-adani-ambani-jibe-he-has-personal-experience-of-tempo/videoshow/110016785.cms'
145,145,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/win-rae-bareli-before-challenging-for-top-garry-kasparov-reacts-to-rahul-gandhis-love-for-chess/articleshow/109824916.cms'
146,146,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/delhi/security-beefed-up-ahead-of-rallies-by-pm-modi-rahul-gandhi-in-delhi/articleshow/110225436.cms'
147,147,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/gujarat-congress-leader-stokes-controversy-by-calling-gandhiji-cunning-bjp-slams-party/articleshow/109819035.cms'
148,148,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/bihar/ye-shaheed-modi-ji-ki-wajah-se-huye-rjds-tej-pratap-yadav-stirs-controversy-on-poonch-attack/articleshow/109871222.cms'
149,149,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/if-you-hit-me-once-be-ready-to-be-hit-multiple-times-kangana-ranaut/articleshow/110132205.cms'
150,150,b'Economic Times',b'https://economictimes.indiatimes.com/markets/expert-view/congress-started-economic-reforms-in-1991-dont-make-us-out-to-be-some-sort-of-communists-shashi-tharoor/articleshow/109805021.cms'
151,151,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/up-lok-sabha-polls-2024-phase-5-bsp-president-mayawati-casts-vote-in-lucknow-says-she-is-hopeful-of-change/articleshow/110259198.cms'
152,152,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/agnipath-a-national-security-threat-congress/articleshow/110488726.cms'
153,153,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/rahul-gandhi-promises-equal-treatment-to-amethi-rae-bareli-if-gets-elected/articleshow/110206531.cms'
154,154,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/rahul-gandhi-has-forgotten-his-own-slogan-daro-mat-bjp-slams-nehru-gandhi-scion-for-ditching-amethi/articleshow/109805076.cms'
155,155,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/rajasthan/what-to-call-a-person-who-left-battle-in-between-rajnath-singh-takes-jibe-at-rahul-gandhi/articleshow/109818155.cms'
156,156,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/raga-would-overturn-ram-mandir-decision-like-shah-bano-claims-former-congress-leader-acharya-pramod-krishnam/articleshow/109877939.cms'
157,157,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/lok-sabha-polls-slipping-out-of-modis-hands-rahul-gandhi/articleshow/109982998.cms'
158,158,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhis-retort-to-pm-modis-ambani-adani-jibe-at-congress-personal-experience-hai-kya/videoshow/109957374.cms'
159,159,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/prajwal-sex-scandal-karnataka-govt-to-give-financial-assistance-to-rape-victims/articleshow/109860999.cms'
160,160,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/maharashtra/no-compulsion-or-compromise-ajit-pawar-opens-up-on-joining-nda/articleshow/109722826.cms'
161,161,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/muslim-community-understands-congress-india-bloc-using-them-as-pawns-pm-modi/articleshow/109860948.cms'
162,162,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/rahul-gandhi-chose-raebareli-sensing-wayanad-defeat-says-pm-modi/articleshow/109824954.cms'
163,163,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/pm-yet-to-muster-courage-to-accept-invitation-for-debate-with-rahul-gandhi-says-jairam-ramesh/articleshow/110134860.cms'
164,164,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/lok-sabha-polls-campaign-ends-for-up-3rd-phase/articleshow/109860408.cms'
165,165,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/congress-claims-kharges-helicopter-checked-in-bihar-says-poll-officials-targeting-opposition-leaders/articleshow/110051002.cms'
166,166,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/up-lok-sabha-elections-2024-live-updates-phase-5-voters-turnout-percentage-bjp-amethi-smriti-irani-congress-rae-bareli-rahul-gandhi-bsp-sp-20-may-uttar-pradesh-election-latest-news/liveblog/110258343.cms'
167,167,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/acharya-pramod-on-former-pakistan-minister-praising-rahul-gandhi-says-ye-rishta-kya-kehlata-hai-/videoshow/109818286.cms'
168,168,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/i-am-from-south-india-i-look-indian-says-nirmala-sitharaman-on-sam-pitrodas-racist-remarks/articleshow/109951453.cms'
169,169,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/all-preparations-done-congress-to-file-amethi-nomination-tomorrow-says-party-leader-deepak-singh/articleshow/109775015.cms'
170,170,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/there-is-nothing-called-indi-alliance-it-is-a-gone-case-pralhad-joshi/articleshow/109762668.cms'
171,171,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/muslim-on-temple-committee-bjp-deletes-post-after-seeking-to-rake-up-issue/articleshow/109955446.cms'
172,172,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/these-people-make-agreements-with-terrorists-bjps-ravi-shankar-prasad-slams-charanjit-channi-over-his-stuntbaazi-remark/articleshow/109879524.cms'
173,173,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/pm-modi-doesnt-hear-peoples-plights-talks-irrelevant-things-priyanka-gandhi-in-amethi/articleshow/110124805.cms'
174,174,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/up-hearing-in-2018-defamation-case-against-rahul-gandhi-postponed-to-may-14/articleshow/109774056.cms'
175,175,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/pm-modi-jabs-congress-india-bloc-party-aims-just-50-seats-to-save-honour-alliance-already-defeated/articleshow/110209421.cms'
176,176,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/west-bengal/women-arent-safe-under-trinamool-rule-claims-pm/articleshow/110060690.cms'
177,177,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/we-are-not-going-to-be-scared-by-this-act-of-vandalism-congress-candidate-from-amethi-kishori-lal-sharma/articleshow/109879682.cms'
178,178,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/rahul-gandhi-has-no-moral-right-to-do-politics-rajnath-singh-over-pakistan-leaders-comment/articleshow/109860018.cms'
179,179,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/attack-on-iaf-convoy-stuntbaazi-pre-planned-to-help-bjp-former-punab-cm-and-congress-leader-charanjit-singh-channi/articleshow/109859935.cms'
180,180,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/rahul-gandhi-akhilesh-yadav-hit-out-at-pm-modi-for-ignoring-farmers-youngsters/articleshow/110124462.cms'
181,181,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/west-bengal/pro-tmc-academics-urge-president-droupadi-murmu-to-look-into-comments-by-pm-modi-about-black-money/articleshow/110333958.cms'
182,182,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/tejashwi-yadav-shares-light-hearted-fish-bone-jokes-during-lunch-with-rahul-gandhi/articleshow/110516803.cms'
183,183,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/we-will-form-commission-waive-farmer-loans-as-many-times-required-rahul-gandhi-in-punjab/articleshow/110548047.cms'
184,184,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/india-bloc-parties-will-undo-work-done-by-modi-claims-pm-in-uttar-pradeshs-shravasti/articleshow/110333747.cms'
185,185,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/there-would-be-rare-agniveer-left-unemployed-rahul-gandhi-misleading-people-amit-shah/articleshow/110425186.cms'
186,186,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/lok-sabha-elections-2024-live-updates-voting-schedule-phase-5-voters-turnout-percentage-result-congress-rahul-gandhi-modi-bjp-tmc-jrp-cpi-sp-20th-may-india-general-election-latest-news/liveblog/110258368.cms'
187,187,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/campaigning-ends-for-13-lok-sabha-seats-in-up/articleshow/110568537.cms'
188,188,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/mahalakshmi-scheme-congress-leader-sonia-gandhi-promises-assistance-of-rs-1-lakh-to-women-of-poor-households/articleshow/110072341.cms'
189,189,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/lok-sabha-elections-2024-phase-5-voters-turnout-constituency-wise-voting-percentage-west-bengal-sees-highest-voter-turnout-at-15-maharashtra-lowest-at-6-as-of-9-am/articleshow/110260860.cms'
190,190,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/rae-bareli-should-once-again-show-up-country-path-to-progress-rahul-gandhi/articleshow/110226667.cms'
191,191,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/congress-leaders-come-to-rahul-gandhis-defence-after-vcs-open-letter/articleshow/109880295.cms'
192,192,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/suspense-on-rahul-gandhi-priyanka-from-amethi-rae-bareli-continues-as-three-days-left-for-nominations/articleshow/109734944.cms'
193,193,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/rahul-will-be-forced-to-take-out-congress-dhundho-yatra-after-june-4-amit-shah-in-bareilly/articleshow/109785760.cms'
194,194,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/maharashtra/congress-holding-pm-modi-responsible-for-nehrus-mistakes-jaishankar-on-china-issue/articleshow/110086453.cms'
195,195,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/bjp-will-scrap-constitution-if-voted-to-power-rahul-gandhi/articleshow/110529566.cms'
196,196,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/lok-sabha-elections-congress-aap-bitter-rivals-turned-allies-hoping-to-unseat-modi-in-delhi/articleshow/110412519.cms'
197,197,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/uttar-pradesh/they-will-run-bulldozer-on-ram-temple-pm-modi-blasts-congress-sp-combine-in-ups-barabanki/articleshow/110201842.cms'
198,198,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/i-will-be-heir-successor-to-all-values-of-cm-naveen-patnaik-bjd-leader-vk-pandian/articleshow/109802686.cms'
199,199,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/third-eye-missing-from-scene-during-polls-on-educational-campaign-trail-and-enter-tana-tana-tan-and-safachat-safachat/articleshow/110426561.cms'
200,200,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/prajwal-revanna-sex-videos-heres-why-congress-delayed-action-after-poll-date/articleshow/109755376.cms'
201,201,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/cm-siddaramaiah-rules-out-cbi-probe-in-sexual-abuse-case-against-mp-prajwal-revanna-reposes-faith-in-sit/articleshow/110054647.cms'
202,202,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/sit-not-going-abroad-to-bring-prajwal-revanna-back-karnataka-home-minister/articleshow/110051837.cms'
203,203,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/revanna-sex-scandal-why-jd-s-matters-for-the-bjp-in-karnataka/articleshow/109733547.cms'
204,204,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/west-bengal/around-61-pc-polling-in-third-phase-clashes-in-west-bengal-sp-alleges-irregularities-in-up/articleshow/109925617.cms'
205,205,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/centre-ready-to-cooperate-in-bringing-back-prajwal-revanna-says-pralhad-joshi/articleshow/110362443.cms'
206,206,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/as-minister-joshi-seeks-fifth-term-from-dharwad-congress-guarantees-pose-a-challenge/articleshow/109789701.cms'
207,207,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/phase-3-93-seats-across-10-states-and-a-ut-head-to-elections/articleshow/109894441.cms'
208,208,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/union-minister-ex-cms-in-north-karnatakas-lok-sabha-battleground/articleshow/109888550.cms'
209,209,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/can-pralhad-joshi-pull-off-another-win-against-upbeat-congress/articleshow/109824782.cms'
210,210,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/india/lok-sabha-elections-2024-phase-3-amit-shah-jyotiraditya-to-dimple-yadav-top-candidates-and-constituencies/articleshow/109877460.cms'
211,211,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/lok-sabha/karnataka/campaigning-for-second-phase-of-14-lok-sabha-seats-ends-in-karnataka-as-sex-scandal-dominates-narrative/articleshow/109862162.cms'
212,212,b'The Times of India',b'https://timesofindia.indiatimes.com/city/bengaluru/people-prioritise-pm-modi-for-nation-not-govt-guarantees/articleshow/109830347.cms'
213,213,b'The Times of India',b'https://timesofindia.indiatimes.com/city/bengaluru/karnataka-will-bjp-hold-out-or-congress-gain/articleshow/109901659.cms'
214,214,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/former-karnataka-cm-veerappa-moily-criticizes-union-minister-pralhad-joshi-for-inaction-on-hubballi-ankola-railway-project/articleshow/109766032.cms'
215,215,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/congress-afraid-of-naming-rahul-gandhi-as-pm-candidate-claims-minister-joshi/articleshow/109765837.cms'
216,216,b'The Times of India',b'https://timesofindia.indiatimes.com/city/mysuru/cm-siddaramaiah-rules-out-cbi-probe-into-prajwal-revanna-sexual-abuse-case/articleshow/110026763.cms'
217,217,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/asooti-aims-to-upset-joshi-apple-cart/articleshow/109849332.cms'
218,218,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/poll-officials-interrupt-seers-meeting-trigger-stir/articleshow/109849685.cms'
219,219,b'The Times of India',b'https://timesofindia.indiatimes.com/city/bengaluru/neha-prajwal-cases-may-have-sparked-debates-but-wont-affect-voter-decisions/articleshow/109850635.cms'
220,220,b'The Times of India',b'https://timesofindia.indiatimes.com/city/bengaluru/prajwal-case-bjp-cong-fight-over-delayed-action/articleshow/109744722.cms'
221,221,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/kejriwal-should-quit-as-delhi-cm/articleshow/110410274.cms'
222,222,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/observers-gear-up-to-strengthen-congress-partys-ls-poll-campaign/articleshow/109741322.cms'
223,223,b'The Times of India',b'https://timesofindia.indiatimes.com/india/congress-feared-vokkaliga-flak-delayed-action-on-revanna/articleshow/109738509.cms'
224,224,b'The Times of India',b'https://timesofindia.indiatimes.com/india/siddaramaiah-writes-to-pm-again/articleshow/110373786.cms'
225,225,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/elected-reps-mourn-srinivasa-prasads-death/articleshow/109706650.cms'
226,226,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/protest-over-prajwals-act/articleshow/109708176.cms'
227,227,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/laxmi-hebbalkar-asks-bjp-to-clarify-its-stand-on-continuing-alliance-with-jds/articleshow/109708229.cms'
228,228,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/kle-chairman-prabhakar-kore-meets-vp-jagdeep-dhankar/articleshow/110064656.cms'
229,229,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/cbi-must-probe-neha-anjali-murders-joshi/articleshow/110258031.cms'
230,230,b'The Times of India',b'https://timesofindia.indiatimes.com/city/hubballi/former-chief-ministers-jagadish-shettar-and-basavaraj-bommai-express-ire-over-state-govt-in-anjali-ambiger-murder-case/articleshow/110220962.cms'
231,231,b'MoneyControl',b'https://www.moneycontrol.com/elections/lok-sabha-election/lok-sabha-elections-phase-3-stakes-high-for-bjp-as-92-seats-go-to-polls-spotlight-on-these-key-clashes-article-12715324.html'
232,232,b'MoneyControl',b'https://www.moneycontrol.com/elections/lok-sabha-election/lok-sabha-election-polls-2024-live-updates-phase-3-voting-key-candidates-gujarat-karnataka-up-mp-bjp-congress-modi-rahul-gandhi-liveblog-12715987.html'
233,233,b'MoneyControl',b'https://www.moneycontrol.com/elections/lok-sabha-election/karnataka-lok-sabha-election-phase-3-key-constituencies-and-candidates-article-12712994.html'
234,234,b'NDTV',b'https://www.ndtv.com/india-news/lok-sabha-polls-60-19-voter-turnout-recorded-across-11-states-union-territories-5612508'
235,235,b'Rediff.com India Ltd.',b'https://www.rediff.com/news/report/sporadic-violence-mars-3rd-phase-of-ls-polls-in-bengal/20240507.htm'
236,236,b'Rediff.com India Ltd.',b'https://www.rediff.com/news/report/no-cbi-probe-into-prajawal-case-we-have-faith-in-sit-siddaramaiah/20240512.htm'
237,237,b'Rediff.com India Ltd.',b'https://www.rediff.com/news/report/sit-wont-go-abroad-to-bring-prajwal-revanna-back-karnataka-hm/20240512.htm'
238,238,b'The Indian Express',b'https://indianexpress.com/article/political-pulse/karnataka-close-finish-bjp-modi-factor-congress-guarantees-9312556/'
239,239,b'The Indian Express',b'https://indianexpress.com/article/cities/bangalore/sit-not-going-abroad-bring-prajwal-revanna-back-karnataka-home-minister-9323525/'
240,240,b'Hindustan Times',b'https://www.hindustantimes.com/india-news/lok-sabha-polls-2024-amit-shah-to-dimple-yadav-meet-key-candidates-in-phase-3-101714959487665.html'
241,241,b'Hindustan Times',b'https://www.hindustantimes.com/india-news/mea-sends-notice-to-prajwal-revanna-on-karnataka-request-to-cancel-his-passport-101716562533445.html'
242,242,b'Hindustan Times',b'https://www.hindustantimes.com/india-news/karnataka-sex-video-case-bjp-says-prajwal-revanna-s-candidature-was-jd-s-call-101714401959207.html'
243,243,b'Hindustan Times',b'https://www.hindustantimes.com/india-news/hunt-for-prajwal-govt-moves-to-scrap-passport-101716490217014.html'
244,244,b'Hindustan Times',b'https://www.hindustantimes.com/cities/bengaluru-news/fourteen-lok-sabha-seats-in-karnataka-set-to-go-for-polls-key-fights-and-contenders-list-101714996296613.html'
245,245,b'Hindustan Times',b'https://www.hindustantimes.com/india-news/sit-not-going-abroad-to-bring-prajwal-revanna-back-karnataka-home-minister-101715498930460.html'
246,246,b'Hindustan Times',b'https://www.hindustantimes.com/editors-pick/election-in-pincodes-a-murder-turns-political-in-bjp-bastion-dharwad-101715134169422.html'
247,247,b'News18',b'https://www.news18.com/elections/siddaramaiah-dks-camps-are-fighting-some-want-centres-help-against-other-side-pralhad-joshi-to-news18-8874020.html'
248,248,b'News18',b'https://www.news18.com/india/got-request-to-impound-hassan-mp-prajwal-revannas-passport-on-may-21-says-jaishankar-8902676.html'
249,249,b'Frontline',b'https://frontline.thehindu.com/politics/bjp-congress-battle-14-lok-sabha-seats-north-karnataka-caste-high-profile-candidates/article68146028.ece'
250,250,"b'India News, Breaking News, Entertainment News | India.com'",b'https://www.india.com/news/karnataka-lok-sabha-election-pralhad-joshi-vs-vinod-asooti-in-dharwad-education-birthplace-and-net-worth-6896164/'
251,251,"b'India News, Breaking News, Entertainment News | India.com'",b'https://www.india.com/news/india/karnataka-sex-scandal-ex-pm-deve-gowda-issues-strong-warning-to-fugitive-grandson-prajwal-revanna-heres-what-he-said-6955240/'
252,252,b'Oneindia',b'https://www.oneindia.com/india/lok-sabha-elections-2024-phase-3-candidates-and-constituencies-to-watch-3817889.html'
253,253,b'India Today',b'https://www.indiatoday.in/india-today-insight/story/how-the-neha-hiremath-murder-is-stirring-the-poll-pot-in-dharwad-2534572-2024-05-02'
254,254,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-may-23-2024/article68206578.ece'
255,255,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/joshi-demands-cbi-probe-into-two-hubballi-murder-cases/article68193756.ece'
256,256,b'The Hindu',b'https://www.thehindu.com/elections/lok-sabha/despite-scorching-sun-people-turn-up-at-booths-in-large-numbers-to-vote-in-kalyana-karnataka-and-kittur-karnataka/article68150318.ece'
257,257,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/a-public-campaign-of-much-heat-and-dust-comes-to-a-close/article68143264.ece'
258,258,b'The Hindu',b'https://www.thehindu.com/elections/lok-sabha/campaigning-for-the-third-phase-of-the-lok-sabha-election-concludes/article68142452.ece'
259,259,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/prajwal-revanna-sexual-assault-case-siddaramaiah-rules-out-handing-over-probe-to-cbi-despite-bjp-demand/article68167688.ece'
260,260,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/niranjan-hiremath-seeks-votes-in-favour-of-congress-candidate/article68132545.ece'
261,261,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/lad-claims-joshi-insulted-kannadigas-by-inviting-shinde-for-poll-campaigning/article68132150.ece'
262,262,b'The Hindu',b'https://www.thehindu.com/elections/lok-sabha/prajwal-revanna-sex-scandal-who-allowed-him-to-leave-the-country-shah-and-congress-leaders-point-fingers-at-each-other/article68128974.ece'
263,263,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/people-have-to-decide-if-they-need-a-secure-nation-or-bomb-blasts-for-vote-bank-politics-says-amit-shah/article68129190.ece'
264,264,b'The Hindu',b'https://www.thehindu.com/elections/lok-sabha/hindutva-and-caste-calculations-overtake-real-issues-of-drought-and-backwardness-in-north-karnataka/article68128152.ece'
265,265,b'The Hindu',b'https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-may-5-2024/article68138368.ece'
266,266,b'The Hindu',b'https://www.thehindu.com/elections/lok-sabha/seers-protest-against-denial-of-permission-for-meeting/article68139883.ece'
267,267,b'Scroll.in',b'https://scroll.in/article/1067461/in-north-karnataka-drought-tops-poll-agenda-not-allegations-against-prajwal-revanna'
268,268,b'Republic World',b'https://www.republicworld.com/india/breaking-hd-devegowda-warns-karnataka-sex-tape-scandal-accused-prajwal-revanna-to-immediately-retur'
269,269,b'english',b'https://news.abplive.com/karnataka/hubballi-student-murder-amit-shah-meets-victim-neha-hiremath-s-parents-promises-justice-1684496'
270,270,b'english',b'https://news.abplive.com/karnataka/prajwal-revanna-case-centrestage-voting-day-karnataka-as-bjp-targets-congress-1685660'
271,271,b'Jagran English',b'https://english.jagran.com/india/prajwal-revanna-sex-video-case-hundreds-protest-against-hassan-mp-demand-justice-for-victims-10163950'
272,272,b'Jagran English',b'https://english.jagran.com/india/prajwal-revanna-sex-video-case-centre-ready-to-cooperate-in-bringing-back-hassan-mp-says-pralhad-joshi-10162481'
273,273,b'Jagran English',b'https://english.jagran.com/india/karnataka-cm-siddaramaiah-affirms-faith-in-sit-as-bjp-demands-cbi-probe-into-sexual-abuse-case-against-prajwal-revanna-10160019'
274,274,b'Jagran English',b'https://english.jagran.com/india/prajwal-revanna-sex-videos-sit-wont-go-abroad-to-capture-elusive-hassan-mp-says-karnataka-minister-10159982'
275,275,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/07/will-sex-scandal-cause-cracks-in-jds-bjp-pact'
276,276,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/06/dks-slaps-local-congress-leader-for-trying-to-put-hand-on-him'
277,277,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/06/karnataka-lingayats-may-not-vote-en-bloc-but-likely-to-prefer-sub-castes'
278,278,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/01/dingaleshwara-seer-to-launch-rallies-after-cancelling-nominations-for-ls-polls'
279,279,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/20/karnataka-murder-victim-anjalis-sister-survives-suicide-attempt'
280,280,b'The New Indian Express',b'https://www.newindianexpress.com/states/karnataka/2024/May/24/process-need-to-be-followed-to-cancel-prajwal-revannas-diplomatic-passport-pralhad-joshi'
281,281,b'Daily News and Analysis (DNA) India',b'https://www.dnaindia.com/india/report-lok-sabha-elections-phase-3-from-amit-shah-to-dimple-yadav-here-are-bigwigs-in-fray-may-7-3088218'
282,282,b'@businessline',b'https://www.thehindubusinessline.com/news/elections/karnataka-concludes-final-phase-of-polling-with-6605-voter-turnout/article68150083.ece'
283,283,b'@businessline',b'https://www.thehindubusinessline.com/news/peoples-mandate-is-with-bjp-support-is-stronger-than-last-time-minister-joshi/article68142600.ece'
284,284,b'@businessline',b'https://www.thehindubusinessline.com/news/national/ls-polls-third-phase-polling-underway-in-93-seats-pm-modi-shah-cast-vote/article68148178.ece'
285,285,b'The Hans India',b'https://www.thehansindia.com/news/cities/bengaluru/prajwal-revanna-sex-video-case-congress-bjp-continue-to-trade-barbs-ahead-of-ls-polls-in-ktaka-875749'
286,286,b'The Hans India',b'https://www.thehansindia.com/news/cities/bengaluru/new-parliament-has-inspired-strengthened-developing-india-says-union-minister-joshi-881412'
287,287,b'The Hans India',b'https://www.thehansindia.com/news/cities/bengaluru/karnataka-may-surpass-punjab-in-drug-menace-if-action-not-taken-pralhad-joshi-880798'
288,288,b'The Hans India',b'https://www.thehansindia.com/news/cities/bengaluru/sam-pitroda-row-congress-trying-to-convey-that-india-is-not-united-says-pralhad-joshi-877641'
289,289,b'Deccan Herald',b'https://www.deccanherald.com/india/karnataka/hassan-sexual-abuse-sit-not-going-abroad-to-bring-prajwal-revanna-back-says-g-parameshwara-3019116'
290,290,b'Deccan Herald',b'https://www.deccanherald.com/elections/india/lok-sabha-elections-2024-campaigning-ends-for-phase-3-in-93-seats-3008807'
291,291,b'Deccan Chronicle',b'https://www.deccanchronicle.com/southern-states/karnataka/sit-not-going-abroad-to-bring-prajwal-revanna-back-karnataka-home-minister-893632'
292,292,b'The Siasat Daily',b'https://www.siasat.com/ls-polls-3rd-phase-avg-voter-turnout-of-10-81-in-first-2-hours-3021766/'
293,293,b'The Siasat Daily',b'https://www.siasat.com/ls-elections-3rd-phase-avg-voter-turnout-of-over-25-in-first-4-hrs-of-polling-3021837/'
294,294,b'The Siasat Daily',b'https://www.siasat.com/priyank-kharge-pralhad-joshi-among-the-early-voters-in-karnataka-3021733/'
